Ticker,1w,1m,3m,6m,1y,Exchange
AFL,-1.141854768334838,-2.211158736098462,-8.071622255918587,-3.018789430731561,,NYSE
AG,2.0220612565693408,-1.0695176711511767,-16.666661893521827,-5.128200321168174,,NYSE
AGCO,0.8872973891987046,-5.889070883324344,7.802959749374061,10.549837346737467,,NYSE
AGD,-1.4381646003418957,-0.29098627957789835,1.3806645454467636,-0.4840289555096633,,NYSE
AGI,1.7488847997309431,12.773357791381379,20.755718086780206,14.30730527964661,,NYSE
AGL,2.9239737544372257,-4.607048066606268,121.38364195168245,-23.311549805899233,,NYSE
AGM,4.27440312870937,6.027719434508927,1.4429831738994592,9.960891089388335,,NYSE
AGM,4.27440312870937,6.027719434508927,1.4429831738994592,9.960891089388335,,NYSE
D,3.3099480977465623,7.930842498237478,-0.27782574576867836,1.8081908536123903,,NYSE
AGM,4.27440312870937,6.027719434508927,1.4429831738994592,9.960891089388335,,NYSE
E,-0.9877415173659698,2.4312915942982016,0.0,-9.55195940611311,,NYSE
AGM,4.27440312870937,6.027719434508927,1.4429831738994592,9.960891089388335,,NYSE
F,-2.1097027312509398,-8.661418579303092,-16.01810341367932,-14.470051551149021,,NYSE
AGM,4.27440312870937,6.027719434508927,1.4429831738994592,9.960891089388335,,NYSE
G,-3.2697534278052443,15.334637452545552,19.90542711767882,36.46847610275985,,NYSE
AGO,-0.8610208751831383,-2.252938350786915,-1.9006067014332606,16.45486820547881,,NYSE
AGRO,10.214504636328137,13.818570494441929,-1.730415194030177,0.092766503984687,,NYSE
AGS,-0.08271487804485389,1.5979779217584422,3.1596915828672634,6.808129757040726,,NYSE
AGX,-10.06796677015821,-23.605073015295343,-10.219021653661564,81.685927040378,,NYSE
AHH,-5.907167647502643,-9.349594126296711,-19.202897580474698,-24.9789754522313,,NYSE
AHH,-5.907167647502643,-9.349594126296711,-19.202897580474698,-24.9789754522313,,NYSE
A,0.5197868550974816,-11.20367476088141,7.701481810610855,-3.3002430135643968,,NYSE
AHL,,,,,,NYSE
D,3.3099480977465623,7.930842498237478,-0.27782574576867836,1.8081908536123903,,NYSE
AHL,,,,,,NYSE
E,-0.9877415173659698,2.4312915942982016,0.0,-9.55195940611311,,NYSE
AHL,,,,,,NYSE
F,-2.1097027312509398,-8.661418579303092,-16.01810341367932,-14.470051551149021,,NYSE
AHR,-2.9495378170170783,-4.876348530736951,-2.8113911202944375,38.27847830856903,,NYSE
AHT,-8.405169778183364,5.1980207952935675,-0.7009394471429897,-9.57446441546762,,NYSE
AHT,-8.405169778183364,5.1980207952935675,-0.7009394471429897,-9.57446441546762,,NYSE
D,3.3099480977465623,7.930842498237478,-0.27782574576867836,1.8081908536123903,,NYSE
AHT,-8.405169778183364,5.1980207952935675,-0.7009394471429897,-9.57446441546762,,NYSE
F,-2.1097027312509398,-8.661418579303092,-16.01810341367932,-14.470051551149021,,NYSE
AHT,-8.405169778183364,5.1980207952935675,-0.7009394471429897,-9.57446441546762,,NYSE
G,-3.2697534278052443,15.334637452545552,19.90542711767882,36.46847610275985,,NYSE
AHT,-8.405169778183364,5.1980207952935675,-0.7009394471429897,-9.57446441546762,,NYSE
H,-1.9124313327769316,-9.972349147154059,-8.591192735708352,-3.6205909629904998,,NYSE
AHT,-8.405169778183364,5.1980207952935675,-0.7009394471429897,-9.57446441546762,,NYSE
I,,,,,,NYSE
AI,-9.695815962368904,-16.274972874634308,-13.531550996230902,14.780507803345056,,NYSE
AIG,3.1073517645721083,2.747993423175421,1.7928265861997028,3.0934809669947327,,NYSE
AIN,-1.236093919825343,-1.1016207198450312,-4.345740819426025,-10.546348187561815,,NYSE
AIO,-2.4206372693792333,-2.6909390299075575,7.661996446185304,14.531909357317652,,NYSE
AIR,-4.565791787085882,-12.06651734624591,-8.13659935618557,-2.3053890051428882,,NYSE
AIT,-7.398051516902148,-6.04542022177057,-7.721479381121322,20.145720656040655,,NYSE
AIV,1.0146578776671245,0.3359432468754031,1.5873055347712661,2.4000004359653992,,NYSE
AIZ,-1.4436380753086175,-3.553517518841365,-8.732946821897825,5.373227018835514,,NYSE
AIZN,-1.8581958627790995,-3.5096133125603446,-6.781239875792899,-9.675966178982275,,NYSE
AJG,1.2628297227352148,13.041665818956162,11.306372330116133,12.452069557855117,,NYSE
AKA,4.011619744783457,6.933651399592633,-5.842108475534536,-25.705982365738066,,NYSE
AKO,,,,,,NYSE
A,0.5197868550974816,-11.20367476088141,7.701481810610855,-3.3002430135643968,,NYSE
AKO,,,,,,NYSE
B,0.3593281843388141,0.7212561667163442,1.7355933256282041,12.75231264319836,,NYSE
AKR,-4.690112944915247,0.7079639146523986,-8.887107101827219,4.788217994500132,,NYSE
AL,-3.68048466480152,0.6763891049152981,-1.2440358279407815,4.773431648360438,,NYSE
ALB,-0.01231638510432731,-9.576843887810183,-23.720057044507936,-8.352146335578492,,NYSE
ALB,-0.01231638510432731,-9.576843887810183,-23.720057044507936,-8.352146335578492,,NYSE
A,0.5197868550974816,-11.20367476088141,7.701481810610855,-3.3002430135643968,,NYSE
ALC,0.2887223742641165,1.346646773676241,5.71227582346423,-4.555067705431847,,NYSE
ALE,0.13757867594663686,-0.28918541984316315,1.5029457808231284,3.491315838556952,,NYSE
ALEX,-0.956130875864547,0.7437132237968047,-9.553152381095131,-8.137712361678673,,NYSE
ALG,2.3515368418407068,2.5348739495450356,-0.9438925435569567,5.043647874702639,,NYSE
ALIT,0.8875730879888577,-2.7104144224937565,-12.339331777095431,-2.987198177518935,,NYSE
ALK,-7.340900073161205,1.931738359521673,32.21551975176584,100.5715831341765,,NYSE
ALL,-1.0499393324290174,0.5415357847765367,-5.564599237929835,3.813468722809299,,NYSE
ALL,-1.0499393324290174,0.5415357847765367,-5.564599237929835,3.813468722809299,,NYSE
B,0.3593281843388141,0.7212561667163442,1.7355933256282041,12.75231264319836,,NYSE
ALL,-1.0499393324290174,0.5415357847765367,-5.564599237929835,3.813468722809299,,NYSE
H,-1.9124313327769316,-9.972349147154059,-8.591192735708352,-3.6205909629904998,,NYSE
ALL,-1.0499393324290174,0.5415357847765367,-5.564599237929835,3.813468722809299,,NYSE
I,,,,,,NYSE
ALL,-1.0499393324290174,0.5415357847765367,-5.564599237929835,3.813468722809299,,NYSE
J,0.1396591162026395,-8.843059832278344,-3.340328468508802,4.072229267904337,,NYSE
ALLE,-4.670511849498171,-4.57035372449578,-7.935122967372788,-5.464271165629276,,NYSE
ALLY,-2.3189144473156786,-6.4854040015593695,5.39781276388922,-10.246585425883959,,NYSE
ALSN,-3.711147555769745,-16.352306235722626,-13.200555910376256,15.143540909933794,,NYSE
ALTG,-12.483040577742898,-12.005458712146744,-9.410113582345026,2.3809462537933257,,NYSE
ALTG,-12.483040577742898,-12.005458712146744,-9.410113582345026,2.3809462537933257,,NYSE
A,0.5197868550974816,-11.20367476088141,7.701481810610855,-3.3002430135643968,,NYSE
ALTM,-0.17152233577253373,1.5706832860088449,12.138730394895592,102.0833312637277,,NYSE
ALUR,-31.0679633674258,-4.054056579305588,-65.36585412374356,-78.86904694325796,,NYSE
ALV,-0.7539458504994712,-3.3343188378365585,1.8187577364550123,-4.340565736489421,,NYSE
ALX,-0.9911619566892016,5.203631013902399,-8.273401157533755,-10.748238775068453,,NYSE
AM,-2.3995177966381953,-1.810496334253131,4.9000658779269735,11.362086516735491,,NYSE
AMBC,-0.3430528505701913,3.2888878716362813,-5.6818167743885155,1.9298269683378333,,NYSE
AMBP,4.182505334955433,-1.7921130107498628,-23.888886607723414,-21.264367973588705,,NYSE
AMC,-3.3802785118570267,0.5865096898272304,-20.9677431759551,-31.53692794296076,,NYSE
AMCR,1.787490671606462,4.91299406086414,3.640036847120043,-6.221411584533754,,NYSE
AME,1.4438319996787685,-2.2265348933735662,-3.7578848444957846,12.237026418980456,,NYSE
AMG,-2.3047966408415,-10.762617408475739,-9.256729229284911,-3.5915301550314194,,NYSE
AMH,-0.28377492637710056,1.472706629520637,-6.4928215075017,-8.987312006860726,,NYSE
AMH,-0.28377492637710056,1.472706629520637,-6.4928215075017,-8.987312006860726,,NYSE
G,-3.2697534278052443,15.334637452545552,19.90542711767882,36.46847610275985,,NYSE
AMH,-0.28377492637710056,1.472706629520637,-6.4928215075017,-8.987312006860726,,NYSE
H,-1.9124313327769316,-9.972349147154059,-8.591192735708352,-3.6205909629904998,,NYSE
AMN,17.76259536234126,-0.7556710503883179,10.099803447907751,-45.98511715251759,,NYSE
AMP,-2.830035428408262,-5.84476566717319,-5.702505906759292,22.340351557782334,,NYSE
AMPS,0.0,32.79132843858059,26.614993288547595,65.54054162901105,,NYSE
AMPX,-11.504427517272864,-10.979225463614494,44.9275409057764,177.77776673988103,,NYSE
AMPY,-4.89641722874633,-11.55866625223867,-23.018289103900123,-27.857140132359092,,NYSE
AMR,-8.544567903700573,-22.849113539574894,-36.31127676539724,-34.478644492919116,,NYSE
AMRC,-4.740062514758381,-17.55623965082479,-29.551450997641084,-33.74689421969899,,NYSE
AMT,1.1458433377315114,2.7683908358851372,-4.7725533860403235,-12.729510110781073,,NYSE
AMTB,-4.863730938609844,-3.3645614292182713,-4.301976338257307,9.402125286688578,,NYSE
AMTD,-4.629636068402732,1.8793208207211531,-12.711862951337249,-14.8760381059871,,NYSE
AMTM,1.0101049022522401,-7.834104622903126,-8.842299393047604,,,NYSE
AMWL,-3.4539480391796995,7.0191384261279355,47.48743360372076,33.106577974231335,,NYSE
AMX,-3.861257610592672,3.7429360076444818,-2.197076347023663,-14.093571621776125,,NYSE
AN,-5.875022055080525,-2.0628535568190887,10.028513374791782,2.8176207482853544,,NYSE
ANET,-8.019088120682493,-23.86926365467865,4.1037859409715605,10.483575268457601,,NYSE
ANF,-10.671900702276005,-19.36367347568355,-29.78678683917153,-41.41502940674315,,NYSE
ANG,,,,,,NYSE
A,0.5197868550974816,-11.20367476088141,7.701481810610855,-3.3002430135643968,,NYSE
ANG,,,,,,NYSE
B,0.3593281843388141,0.7212561667163442,1.7355933256282041,12.75231264319836,,NYSE
ANG,,,,,,NYSE
D,3.3099480977465623,7.930842498237478,-0.27782574576867836,1.8081908536123903,,NYSE
ANRO,-5.059519142351576,-34.0909099865461,-28.794641883055473,-71.13122169993092,,NYSE
ANVS,-21.97801833115729,-58.31702428986026,-68.11376992249612,-77.83558594655156,,NYSE
AOD,-0.9111608899671664,-0.3436395709535911,-0.4576654794112178,-2.1372387707535467,,NYSE
AOMN,0.4384241119273824,0.35842353803363647,0.7194256669964538,2.8571459711814517,,NYSE
AOMR,-7.947021540589172,-3.37636705950094,3.8420454757109646,-19.18605005760462,,NYSE
AON,0.6641017569116503,6.825344342657824,2.7456162019487085,15.230570331249371,,NYSE
AORT,-5.9880215204259235,-7.707382578930877,4.938729701575362,11.435329450846066,,NYSE
AOS,-0.3624250367644133,-7.422468830223328,-7.603977071432322,-19.418654652947797,,NYSE
AP,-7.834104622903126,-25.093635099214275,19.76048211949839,4.166668994973155,,NYSE
APAM,-3.032390838136245,-4.846712119695495,-9.088953678582467,2.501211198795006,,NYSE
APD,-1.9707644454570183,-4.354933750482248,-5.5213369974275945,12.474603297497989,,NYSE
APG,6.106669108072915,4.326170824026643,11.300701861614936,13.136204114623574,,NYSE
APH,-1.8873337314176064,-13.965628000644148,-4.790083636346831,0.5654834822465649,,NYSE
APLE,-3.086010029423014,-3.2765399246434845,-4.404140997292593,3.433775440781983,,NYSE
APO,-7.5302467235918265,-11.310749306770063,-10.52005762154068,37.76537768435586,,NYSE
APO,-7.5302467235918265,-11.310749306770063,-10.52005762154068,37.76537768435586,,NYSE
A,0.5197868550974816,-11.20367476088141,7.701481810610855,-3.3002430135643968,,NYSE
APOS,-0.29784036443850637,0.0,-0.44609268991254725,0.18706002718096304,,NYSE
APTV,-0.4776114848122681,4.317900837443056,27.960083523641167,-5.92550382476158,,NYSE
AQN,2.4793364003288243,11.963887818187914,3.5490621638372577,-6.060609070941537,,NYSE
AQNB,0.27365009786159966,0.9445091403359696,-0.6968652950346432,0.9445091403359696,,NYSE
AR,-4.2419644082235415,-5.918613455825095,19.517548354305305,37.329015777233224,,NYSE
ARCO,-1.1806420108273041,16.25000149011615,-1.5294131110696219,-7.615899581678043,,NYSE
ARDC,0.9234851235612185,0.7241646701137583,0.4596234445339853,0.06540372077687984,,NYSE
ARDT,-5.890323712048994,-8.852461517834275,-16.4663453823363,-17.800119787360515,,NYSE
ARE,0.7590946044132796,-4.858135790618723,-8.536700498907946,-17.47690034578332,,NYSE
ARES,-6.493714047429611,-11.133230341047573,2.1954740829902564,20.477506116187282,,NYSE
ARES,-6.493714047429611,-11.133230341047573,2.1954740829902564,20.477506116187282,,NYSE
B,0.3593281843388141,0.7212561667163442,1.7355933256282041,12.75231264319836,,NYSE
ARGD,0.5090175839709943,-1.2727303938432133,-1.3175870627515907,-3.893809970183748,,NYSE
ARGO,,,,,,NYSE
A,0.5197868550974816,-11.20367476088141,7.701481810610855,-3.3002430135643968,,NYSE
ARI,-2.5742595946714353,10.810811101069607,7.423584241302095,-3.244836983583488,,NYSE
ARIS,-3.9003246763310684,-9.520568689519827,6.996380025742677,63.05147737711509,,NYSE
ARL,7.859916305247605,-11.607146767068455,-1.4925376169284688,-18.994744814375185,,NYSE
ARLO,-1.0353743225127388,-4.416664441426599,-3.936342796248271,-6.443718981276714,,NYSE
ARMK,-4.821191244567469,-6.456650747431381,-4.6696693702874885,0.6442564070617385,,NYSE
AROC,-4.48787480558056,-10.844597805582534,7.538705807262347,36.948618384781604,,NYSE
ARR,-1.511996407263283,2.218613947879433,0.42530529493582936,-6.991630298539042,,NYSE
ARR,-1.511996407263283,2.218613947879433,0.42530529493582936,-6.991630298539042,,NYSE
C,-5.862190106007192,-2.8421587407237214,16.107876527032804,31.58764766590687,,NYSE
ARW,2.043617734062897,-6.663876256723689,-2.0840685201738873,-15.541564345356962,,NYSE
AS,-7.712163302033492,-7.323396578688824,38.36478120902649,102.12014948761068,,NYSE
ASA,-1.2598413371264994,13.586956568686714,24.34308293921572,26.85887376323832,,NYSE
ASAN,-10.657496748818996,2.162164745993178,50.8708368533813,50.00001032115087,,NYSE
ASB,-2.5518317049255557,-3.513617814169423,-6.396016994468612,14.312448519204235,,NYSE
ASB,-2.5518317049255557,-3.513617814169423,-6.396016994468612,14.312448519204235,,NYSE
E,-0.9877415173659698,2.4312915942982016,0.0,-9.55195940611311,,NYSE
ASB,-2.5518317049255557,-3.513617814169423,-6.396016994468612,14.312448519204235,,NYSE
F,-2.1097027312509398,-8.661418579303092,-16.01810341367932,-14.470051551149021,,NYSE
ASBA,-0.8009565922729389,-0.12096282346673037,1.934161462796724,4.691464993703165,,NYSE
ASC,-3.7428055707026897,-13.084924037030666,-18.85113259244565,-46.30621215679468,,NYSE
ASG,-4.270458647781428,-10.63122705171663,-4.946991881973528,0.560751595198572,,NYSE
ASGI,-0.5527937016375328,0.4466774114328942,-8.307854222186272,-6.496881574169344,,NYSE
ASGN,-10.595418518960676,-27.168630883429824,-20.109019248061188,-28.138991272385727,,NYSE
ASH,0.12326938239406449,-9.687274339042041,-14.936504940280182,-25.43033760377473,,NYSE
ASIX,0.2694507317852146,-6.265742307232425,2.3375740859708616,2.021933332479242,,NYSE
ASPN,-6.836618131680206,-31.046311603190347,-42.97872521748847,-74.04777249627857,,NYSE
ASR,-3.390899679506665,-0.9631761352705381,0.2455700911623726,-0.6538040060044215,,NYSE
ASX,0.5514656738169199,0.0914846745501352,10.953346463604309,8.964139660854787,,NYSE
ATCO,,,,,,NYSE
D,3.3099480977465623,7.930842498237478,-0.27782574576867836,1.8081908536123903,,NYSE
ATCO,,,,,,NYSE
H,-1.9124313327769316,-9.972349147154059,-8.591192735708352,-3.6205909629904998,,NYSE
ATEN,-6.146025698791213,4.367936389822091,23.84146303878094,51.56716450839725,,NYSE
ATGE,-5.605492397150281,-2.670653060215955,11.279482630196714,33.101665064992815,,NYSE
ATH,,,,,,NYSE
A,0.5197868550974816,-11.20367476088141,7.701481810610855,-3.3002430135643968,,NYSE
ATH,,,,,,NYSE
B,0.3593281843388141,0.7212561667163442,1.7355933256282041,12.75231264319836,,NYSE
ATH,,,,,,NYSE
C,-5.862190106007192,-2.8421587407237214,16.107876527032804,31.58764766590687,,NYSE
ATH,,,,,,NYSE
D,3.3099480977465623,7.930842498237478,-0.27782574576867836,1.8081908536123903,,NYSE
ATH,,,,,,NYSE
E,-0.9877415173659698,2.4312915942982016,0.0,-9.55195940611311,,NYSE
ATHM,-0.3986738794437783,10.954844686622334,10.018346943986533,25.38686630515057,,NYSE
ATHS,0.23538433299779005,0.6698190776804225,0.23538433299779005,0.47187939616477603,,NYSE
ATI,-4.931196086310652,-1.6107168028360985,-0.34346688049411433,-11.174043849923398,,NYSE
ATKR,-9.281482772941295,-24.07663983991656,-23.79518186763725,-32.7952588627603,,NYSE
ATMU,-6.257761184797406,-13.138516347812622,-12.250117158733342,13.773356397803704,,NYSE
ATO,2.313834903249723,7.4089972189555375,2.125626885907539,15.672504153513378,,NYSE
ATR,1.070518076960414,-8.319758918390619,-12.318752732457005,-2.0022804905251546,,NYSE
ATS,-1.5726464426415565,0.8053272194883387,-1.908004969894106,4.958077270217687,,NYSE
ATUS,-2.127657595741339,-5.154642300452461,15.966380577742289,51.648346753875465,,NYSE
AU,-1.7086028596602576,13.040370305027915,25.805168467423734,-2.2249728279448933,,NYSE
AUB,-5.84780346272643,-3.5821749636941402,-15.565134725228969,-5.061930799705994,,NYSE
AUB,-5.84780346272643,-3.5821749636941402,-15.565134725228969,-5.061930799705994,,NYSE
A,0.5197868550974816,-11.20367476088141,7.701481810610855,-3.3002430135643968,,NYSE
AUNA,-6.134266962791357,-0.8557536172002722,11.862064230030978,7.417211282055303,,NYSE
AVA,3.1819367810159482,5.918478363893165,-2.140835236664229,-2.6430653367466195,,NYSE
AVAL,9.540635625633964,32.47863326238851,47.61904978157452,42.8571334396878,,NYSE
AVB,0.2610451337287545,2.394759141302738,-4.5601214104128545,0.866202055366827,,NYSE
AVD,-2.402950855274899,-5.882351441216905,-16.85038914793704,-5.545615998525988,,NYSE
AVK,-1.7087065809503033,-0.6578941176802799,1.3422805905036084,-3.8981685204011907,,NYSE
AVNS,-6.759202813437126,-2.2151922610416652,-13.202244542250241,-33.433862909537595,,NYSE
AVNT,0.9537097729807043,1.0242142709106394,-13.00861483898139,-7.145913634244982,,NYSE
AVTR,-3.1897122294556324,-20.89621137084987,-12.271806088021043,-31.970117855093104,,NYSE
AVY,1.514233792609354,-4.654530394906398,-6.416243344999206,-14.21525407434724,,NYSE
AWF,0.8241772157426164,1.6620526910787303,1.9444447633170325,-0.4520812733983304,,NYSE
AWI,-4.53629424126718,-2.333773038083864,-4.256289178224392,18.89113376072762,,NYSE
AWK,5.586494357065375,8.923729853913475,-3.994214467695145,-5.74697119495815,,NYSE
AWP,-0.9925607491099497,-0.4987585586913923,-7.424592517196837,-7.424592517196837,,NYSE
AWR,1.8363497909591242,4.517730517449703,-11.468486902768616,-7.664057434918736,,NYSE
AX,-5.400769959522456,-6.680758375828189,-16.842505902431714,3.0987197538825395,,NYSE
AXL,8.737860212273073,-2.0979001741372683,-8.943092393594565,-12.363066953982827,,NYSE
AXP,-5.0282967524348905,-9.3503549505212,3.449485737907687,19.935034606722525,,NYSE
AXR,-8.944723759371964,-12.520114025931106,-25.69710512671093,21.77419658065025,,NYSE
AXS,1.954463572671239,4.937706938284392,7.531038313448035,21.265352884442223,,NYSE
AXS,1.954463572671239,4.937706938284392,7.531038313448035,21.265352884442223,,NYSE
E,-0.9877415173659698,2.4312915942982016,0.0,-9.55195940611311,,NYSE
AXTA,-3.0669880166980468,-2.304778373646066,-7.187019416435825,2.737379791350092,,NYSE
AYI,-6.028744890051307,-8.253480499515176,-2.429409026809448,27.200561949228753,,NYSE
AZEK,-7.699981105339903,-9.434330946229341,-0.4089509910741307,9.592608052968444,,NYSE
AZO,-2.5898155901986852,-0.13606025064294425,8.43507136585906,5.2076375542998266,,NYSE
AZUL,-7.614211877142063,-22.55318611442022,-27.199997901916507,-56.87203452753175,,NYSE
AZZ,-3.113829012138647,7.657402022867066,9.18086001500249,19.206130885947026,,NYSE
BA,-3.9420910663934383,-0.7563059403448924,21.668946751649166,2.144958414233167,,NYSE
BA,-3.9420910663934383,-0.7563059403448924,21.668946751649166,2.144958414233167,,NYSE
A,0.5197868550974816,-11.20367476088141,7.701481810610855,-3.3002430135643968,,NYSE
BABA,15.248934603679775,66.95702967196526,65.02123635953427,72.0938610089251,,NYSE
BAC,-4.57835978087261,-3.405902214152623,-3.4475295828088948,15.638713221396161,,NYSE
BAC,-4.57835978087261,-3.405902214152623,-3.4475295828088948,15.638713221396161,,NYSE
B,0.3593281843388141,0.7212561667163442,1.7355933256282041,12.75231264319836,,NYSE
BAC,-4.57835978087261,-3.405902214152623,-3.4475295828088948,15.638713221396161,,NYSE
E,-0.9877415173659698,2.4312915942982016,0.0,-9.55195940611311,,NYSE
BAC,-4.57835978087261,-3.405902214152623,-3.4475295828088948,15.638713221396161,,NYSE
K,0.48626491063843424,1.0884273640464182,2.6194916578659466,2.5685660978811864,,NYSE
BAC,-4.57835978087261,-3.405902214152623,-3.4475295828088948,15.638713221396161,,NYSE
L,-0.3011685261611219,-1.394016638497686,-1.6167386661275707,4.653515705573308,,NYSE
BAC,-4.57835978087261,-3.405902214152623,-3.4475295828088948,15.638713221396161,,NYSE
M,-0.46542350400108345,-0.3991980506211301,-1.1228538470206884,-3.106793191987478,,NYSE
BAC,-4.57835978087261,-3.405902214152623,-3.4475295828088948,15.638713221396161,,NYSE
N,,,,,,NYSE
BAC,-4.57835978087261,-3.405902214152623,-3.4475295828088948,15.638713221396161,,NYSE
O,4.771514762401918,5.468315215342234,-0.15739795751582575,-6.30231434983547,,NYSE
BAC,-4.57835978087261,-3.405902214152623,-3.4475295828088948,15.638713221396161,,NYSE
P,,,,,,NYSE
BAC,-4.57835978087261,-3.405902214152623,-3.4475295828088948,15.638713221396161,,NYSE
Q,,,,,,NYSE
BAC,-4.57835978087261,-3.405902214152623,-3.4475295828088948,15.638713221396161,,NYSE
S,-10.806445484974937,-4.366616334540884,-19.913105839545853,-9.934848044653076,,NYSE
